Frequency [Hz]	Real_part [V/V]	Imag_part [V/V]
    9.35489999996397e+006    80.3059911040520e-003    530.076532165502e-003
    9.45031999996360e+006    140.705548967777e-003    518.524794930465e-003
    9.54573999996322e+006    199.355253761895e-003    500.221953021770e-003
    9.64115999996285e+006    255.720904479904e-003    475.229436880650e-003
    9.73657999996247e+006    309.020912579989e-003    443.924380897098e-003
    9.83199999996209e+006    358.476532527733e-003    406.688974356359e-003
    9.92741999996172e+006    403.517064992266e-003    363.887138817642e-003
    10.0228399999613e+006    443.435730844392e-003    316.184895277654e-003
    10.1182599999610e+006    477.803385119511e-003    264.015963958388e-003
    10.2136799999606e+006    505.992289601586e-003    208.208139565206e-003
    10.3090999999602e+006    527.742853392862e-003    149.350498324692e-003
    10.4045199999598e+006    542.697939875969e-003    88.2126302578384e-003
    10.4999399999595e+006    550.563027843160e-003    25.6728324035525e-003
    10.5953599999591e+006    551.185933141732e-003   -37.5479679945143e-003
    10.6907799999587e+006    544.655694196280e-003   -100.587898978654e-003
    10.7861999999583e+006    530.854266795065e-003   -162.663426970684e-003
    10.8816199999580e+006    509.998673853979e-003   -222.957570082117e-003
    10.9770399999576e+006    482.414837829031e-003   -280.527886087121e-003
    11.0724599999572e+006    448.250793431307e-003   -334.757592032497e-003
    11.1678799999568e+006    408.035368131370e-003   -384.889734283347e-003
    11.2632999999565e+006    362.301845784227e-003   -430.115396834671e-003
    11.3587199999561e+006    311.312735032537e-003   -470.112050793970e-003
    11.4541399999557e+006    256.060228390809e-003   -504.040269763672e-003
    11.5495599999553e+006    197.077336403670e-003   -531.499764957527e-003
    11.6449799999550e+006    135.320451006940e-003   -552.047039885450e-003
    11.7403999999546e+006    71.3947890100270e-003   -565.450171232646e-003
    11.8358199999542e+006    6.04317015291789e-003   -571.463675944608e-003
    11.9312399999538e+006   -59.7220698841744e-003   -569.941357916989e-003
    12.0266599999534e+006   -125.113964706205e-003   -560.845075577788e-003
    12.1220799999531e+006   -189.276997258466e-003   -544.299619800306e-003
    12.2174999999527e+006   -251.163050941580e-003   -520.412734629253e-003
    12.3129199999523e+006   -310.200445261290e-003   -489.497862203631e-003
    12.4083399999519e+006   -365.480897918822e-003   -451.826620173836e-003
    12.5037599999516e+006   -416.273646798641e-003   -407.887128074271e-003
    12.5991799999512e+006   -461.720758521338e-003   -358.351018635375e-003
    12.6945999999508e+006   -501.340431078555e-003   -303.768059713408e-003
    12.7900199999504e+006   -534.511924825519e-003   -244.783994377069e-003
    12.8854399999501e+006   -560.748258080323e-003   -182.233940764067e-003
    12.9808599999497e+006   -579.724707830303e-003   -116.795720112376e-003
    13.0762799999493e+006   -591.098242248216e-003   -49.4234382912989e-003
    13.1716999999489e+006   -594.664197425536e-003    19.0453796887757e-003
    13.2671199999486e+006   -590.314902755727e-003    87.7003792845104e-003
    13.3625399999482e+006   -578.036734169605e-003    155.633631689723e-003
    13.4579599999478e+006   -557.939995423073e-003    221.948820364227e-003
    13.5533799999474e+006   -530.414551963409e-003    285.462235247716e-003
    13.6487999999471e+006   -495.466140094727e-003    345.846326802774e-003
    13.7442199999467e+006   -453.655173833833e-003    401.973848074558e-003
    13.8396399999463e+006   -405.384326376208e-003    453.169926074381e-003
    13.9350599999459e+006   -351.343779909054e-003    498.616665789387e-003
    14.0304799999456e+006   -292.303575061717e-003    537.549558799283e-003
    14.1258999999452e+006   -229.033008608305e-003    569.605436537460e-003
    14.2213199999448e+006   -162.353252114943e-003    594.111553985045e-003
    14.3167399999444e+006   -92.8082772764836e-003    610.891133332976e-003
    14.4121599999441e+006   -21.3788248427447e-003    619.519752436321e-003
    14.5075799999437e+006    50.6220654387512e-003    619.874891990815e-003
    14.6029999999433e+006    122.464553241811e-003    611.881169342226e-003
    14.6984199999429e+006    192.990139612327e-003    595.590559663679e-003
    14.7938399999425e+006    261.473460692426e-003    571.128608289901e-003
    14.8892599999422e+006    327.306959636935e-003    538.656623573020e-003
    14.9846799999418e+006    388.895913791584e-003    498.698313836007e-003
    15.0800999999414e+006    445.533987942825e-003    451.842765330695e-003
    15.1755199999410e+006    496.701094594715e-003    398.410604509369e-003
    15.2709399999407e+006    541.450316876376e-003    339.215616186603e-003
    15.3663599999403e+006    579.166604276669e-003    274.983135521696e-003
    15.4617799999399e+006    609.288118852943e-003    206.553814778354e-003
    15.5571999999395e+006    631.288652512650e-003    135.028975698091e-003
    15.6526199999392e+006    644.977894752467e-003    60.8949400514128e-003
    15.7480399999388e+006    649.947558334575e-003   -14.5639145204691e-003
    15.8434599999384e+006    646.114941035725e-003   -90.4614207518531e-003
    15.9388799999380e+006    633.405867416306e-003   -165.735451183450e-003
    16.0342999999377e+006    611.832613159930e-003   -239.438289308071e-003
    16.1297199999373e+006    581.793274949616e-003   -310.279973601425e-003
    16.2251399999369e+006    543.543434670435e-003   -377.304693451653e-003
    16.3205599999365e+006    497.773002136504e-003   -439.513335084822e-003
    16.4159799999362e+006    444.609454354318e-003   -496.346409879053e-003
    16.5113999999358e+006    384.735074645633e-003   -546.988900516008e-003
    16.6068199999354e+006    319.420559391422e-003   -590.274203078300e-003
    16.7022399999350e+006    249.071785360383e-003   -625.845644073132e-003
    16.7976599999347e+006    174.946840718219e-003   -652.976457438158e-003
    16.8930799999343e+006    97.9067413893166e-003   -671.378011611088e-003
    16.9884999999339e+006    18.8036568586487e-003   -680.656258901166e-003
    17.0839199999335e+006   -61.3684577114347e-003   -680.657448840849e-003
    17.1793399999332e+006   -141.441953019470e-003   -671.148677350283e-003
    17.2747599999328e+006   -219.926596778714e-003   -652.345336475318e-003
    17.3701799999324e+006   -296.112389317359e-003   -624.241878381960e-003
    17.4655999999320e+006   -368.596729552253e-003   -587.327437185567e-003
    17.5610199999316e+006   -436.573326740824e-003   -541.976315988369e-003
    17.6564399999313e+006   -499.042536596440e-003   -488.720473284150e-003
    17.7518599999309e+006   -555.062875314380e-003   -428.237182181611e-003
    17.8472799999305e+006   -603.762192385686e-003   -361.354874846037e-003
    17.9426999999301e+006   -644.291880469925e-003   -289.103860365722e-003
    18.0381199999298e+006   -676.409335148452e-003   -211.725502548709e-003
    18.1335399999294e+006   -699.222925278340e-003   -131.077827456400e-003
    18.2289599999290e+006   -712.389693155070e-003   -47.8930415688065e-003
    18.3243799999286e+006   -715.713215654397e-003    36.2610251046184e-003
    18.4197999999283e+006   -709.028834329905e-003    120.778834607315e-003
    18.5152199999279e+006   -692.377139887650e-003    204.349104381731e-003
    18.6106399999275e+006   -665.702122418321e-003    286.008259914242e-003
    18.7060599999271e+006   -629.453968012294e-003    364.113688173187e-003
    18.8014799999268e+006   -584.126975538241e-003    437.597945061438e-003
    18.8968999999264e+006   -530.215095839836e-003    505.410827061668e-003
    18.9923199999260e+006   -468.644276428382e-003    566.428850795205e-003
    19.0877399999256e+006   -399.677063642806e-003    620.217473593534e-003
    19.1831599999253e+006   -324.494028047743e-003    665.640780911162e-003
    19.2785799999249e+006   -244.177994836321e-003    701.928595951209e-003
    19.3739999999245e+006   -159.309543599427e-003    728.624690999449e-003
    19.4694199999241e+006   -71.9221178223181e-003    745.002313987622e-003
    19.5648399999238e+006    17.1991784980596e-003    750.925620691520e-003
    19.6602599999234e+006    106.643566537210e-003    746.195071895943e-003
    19.7556799999230e+006    195.322888735529e-003    730.770552174239e-003
    19.8510999999226e+006    281.980225833289e-003    704.759501015007e-003
    19.9465199999223e+006    365.099668053183e-003    668.476972671287e-003
    20.0419399999219e+006    443.687161806308e-003    622.383681171726e-003
    20.1373599999215e+006    516.552086566027e-003    566.986234715647e-003
    20.2327799999211e+006    582.449549165136e-003    503.018853365145e-003
    20.3281999999207e+006    640.473800161677e-003    431.358854196102e-003
    20.4236199999204e+006    689.519770004094e-003    353.388409602682e-003
    20.5190399999200e+006    729.299074392478e-003    269.210510530706e-003
    20.6144599999196e+006    758.882193466887e-003    180.264238439441e-003
    20.7098799999192e+006    777.576918716809e-003    88.4960163146649e-003
    20.8052999999189e+006    785.115275559188e-003   -5.27454975742955e-003
    20.9007199999185e+006    781.294525431286e-003   -99.7333650880298e-003
    20.9961399999181e+006    766.259050288140e-003   -192.872588443872e-003
    21.0915599999177e+006    739.911877238585e-003   -284.276174200162e-003
    21.1869799999174e+006    702.630842233860e-003   -372.202251315587e-003
    21.2823999999170e+006    654.751141908643e-003   -455.315364357494e-003
    21.3778199999166e+006    596.726889140067e-003   -532.697353292376e-003
    21.4732399999162e+006    529.857903225635e-003   -602.404486739214e-003
    21.5686599999159e+006    454.895452958996e-003   -663.703630211286e-003
    21.6640799999155e+006    372.705409302721e-003   -715.735279106269e-003
    21.7594999999151e+006    284.967247816800e-003   -757.426604344118e-003
    21.8549199999147e+006    192.080845776507e-003   -788.441138335615e-003
    21.9503399999144e+006    95.7380290920277e-003   -808.084239824191e-003
    22.0457599999140e+006   -2.53234052859085e-003   -815.944490728101e-003
    22.1411799999136e+006   -101.789482311444e-003   -811.697192200725e-003
    22.2365999999132e+006   -199.787132556650e-003   -795.493750644639e-003
    22.3320199999129e+006   -295.115672111959e-003   -767.397343663937e-003
    22.4274399999125e+006   -386.854520284008e-003   -727.878088799069e-003
    22.5228599999121e+006   -473.253090928346e-003   -677.294112753392e-003
    22.6182799999117e+006   -553.065680027158e-003   -616.384719222815e-003
    22.7136999999114e+006   -625.181373105995e-003   -546.004265237318e-003
    22.8091199999110e+006   -688.219523547391e-003   -467.269873606746e-003
    22.9045399999106e+006   -741.402355996058e-003   -381.157282773085e-003
    22.9999599999102e+006   -783.827718340643e-003   -288.878547597753e-003
    23.0953799999098e+006   -814.613481139430e-003   -192.531595276056e-003
    23.1907999999095e+006   -833.592001533203e-003   -92.3080047571407e-003
    23.2862199999091e+006   -840.239533742624e-003    9.86110291425006e-003
    23.3816399999087e+006   -834.269386092816e-003    112.143342595527e-003
    23.4770599999083e+006   -815.629525083990e-003    213.662465042917e-003
    23.5724799999080e+006   -784.872388784350e-003    311.958403667205e-003
    23.6678999999076e+006   -742.195252842692e-003    405.868652681818e-003
    23.7633199999072e+006   -688.500894501637e-003    493.631955006548e-003
    23.8587399999068e+006   -624.027509149273e-003    574.689760339671e-003
    23.9541599999065e+006   -549.970800214914e-003    647.389780719276e-003
    24.0495799999061e+006   -467.441853691076e-003    710.578434579524e-003
    24.1449999999057e+006   -377.671191050627e-003    763.165422487526e-003
    24.2404199999053e+006   -281.180114335969e-003    804.700528345404e-003
    24.3358399999050e+006   -181.110236680886e-003    833.817990199329e-003
    24.4312599999046e+006   -77.9549992940735e-003    850.423185054444e-003
    24.5266799999042e+006    26.7375833515012e-003    854.240732582291e-003
    24.6220999999038e+006    131.102876996122e-003    845.183793850339e-003
    24.7175199999035e+006    233.582374992940e-003    823.327243958625e-003
    24.8129399999031e+006    332.989302440751e-003    788.928836661564e-003
    24.9083599999027e+006    427.083645830761e-003    742.580950356551e-003
    25.0037799999023e+006    514.991259699857e-003    684.912001006646e-003
    25.0991999999020e+006    595.149355031733e-003    616.761883674996e-003
    25.1946199999016e+006    665.875620380621e-003    539.807051714972e-003
    25.2900399999012e+006    727.079014823319e-003    454.117743971690e-003
    25.3854599999008e+006    777.229348102050e-003    361.550039749656e-003
    25.4808799999005e+006    815.575467848117e-003    263.615098524379e-003
    25.5762999999001e+006    841.643626463970e-003    161.027970136187e-003
    25.6717199998997e+006    854.775498905721e-003    56.4565720027070e-003
    25.7671399998993e+006    854.875447406638e-003   -48.8873250830843e-003
    25.8625599998989e+006    842.080029276225e-003   -152.678688329514e-003
    25.9579799998986e+006    816.474836108124e-003   -254.470794906556e-003
    26.0533999998982e+006    778.483992167394e-003   -352.542554712992e-003
    26.1488199998978e+006    728.793129447195e-003   -444.930349761367e-003
    26.2442399998974e+006    668.124611798821e-003   -530.444604770814e-003
    26.3396599998971e+006    597.164193916084e-003   -608.023877449483e-003
    26.4350799998967e+006    517.047423198462e-003   -676.261250438218e-003
    26.5304999998963e+006    429.762889291880e-003   -733.602218179577e-003
    26.6259199998959e+006    336.035815034552e-003   -779.774798593954e-003
    26.7213399998956e+006    238.228091690606e-003   -813.734627449844e-003
    26.8167599998952e+006    136.491408432269e-003   -835.547173119073e-003
    26.9121799998948e+006    32.9394443430958e-003   -844.583480945761e-003
    27.0075999998944e+006   -71.5253539173564e-003   -840.754279653036e-003
    27.1030199998941e+006   -173.688533071651e-003   -824.203843339836e-003
    27.1984399998937e+006   -272.847580134220e-003   -795.179436692317e-003
    27.2938599998933e+006   -367.579669954696e-003   -754.247131132263e-003
    27.3892799998929e+006   -456.361582313545e-003   -702.046996698176e-003
    27.4846999998926e+006   -537.768705265173e-003   -639.496001846905e-003
    27.5801199998922e+006   -610.357997652449e-003   -567.960957999277e-003
    27.6755399998918e+006   -674.117087633692e-003   -487.280881647198e-003
    27.7709599998914e+006   -726.972726826172e-003   -400.212368757858e-003
    27.8663799998911e+006   -768.638564167507e-003   -307.394219348695e-003
    27.9617999998907e+006   -798.346250064518e-003   -210.980888265125e-003
    28.0572199998903e+006   -816.036948103306e-003   -111.562805265406e-003
    28.1526399998899e+006   -821.335628774420e-003   -10.8043990309396e-003
    28.2480599998896e+006   -814.209858195089e-003    89.6202727840084e-003
    28.3434799998892e+006   -794.802739311638e-003    188.006026393013e-003
    28.4388999998888e+006   -763.436533388630e-003    283.531163958800e-003
    28.5343199998884e+006   -720.929156473883e-003    373.515430752963e-003
    28.6297399998880e+006   -667.715011090160e-003    457.513438717199e-003
    28.7251599998877e+006   -605.087452846154e-003    533.819921972781e-003
    28.8205799998873e+006   -534.165066528318e-003    601.346433965601e-003
    28.9159999998869e+006   -455.297959180728e-003    659.899900214880e-003
    29.0114199998865e+006   -369.630497000019e-003    708.403492602759e-003
    29.1068399998862e+006   -279.336210479083e-003    745.669221385779e-003
    29.2022599998858e+006   -185.713896113844e-003    771.470291102082e-003
    29.2976799998854e+006   -89.9600147179210e-003    785.533254381981e-003
    29.3930999998850e+006    5.74850559140373e-003    787.789189723267e-003
    29.4885199998847e+006    101.760955926450e-003    778.309505995901e-003
    29.5839399998843e+006    195.259076300102e-003    757.284216602370e-003
    29.6793599998839e+006    284.958283108869e-003    725.134087335776e-003
    29.7747799998835e+006    369.570439386709e-003    682.523797212172e-003
    29.8701999998832e+006    448.166762186388e-003    630.012484198516e-003
    29.9656199998828e+006    519.353169603736e-003    568.611173123086e-003
    30.0610399998824e+006    582.319973742943e-003    499.254987292596e-003
    30.1564599998820e+006    635.917276803132e-003    423.429660296996e-003
    30.2518799998817e+006    679.749639173418e-003    341.861138325313e-003
    30.3472999998813e+006    713.236661829301e-003    255.922355952766e-003
    30.4427199998809e+006    735.974700078662e-003    166.630137833322e-003
    30.5381399998805e+006    747.556308166655e-003    75.9191345595771e-003
    30.6335599998802e+006    748.043531559074e-003   -15.9011082860150e-003
    30.7289799998798e+006    737.422320994379e-003   -106.011240775075e-003
    30.8243999998794e+006    716.008795798569e-003   -193.724397221408e-003
    30.9198199998790e+006    684.529381074793e-003   -277.199897583465e-003
    31.0152399998787e+006    643.164589717105e-003   -356.285410090501e-003
    31.1106599998783e+006    592.353470092473e-003   -430.048058485450e-003
    31.2060799998779e+006    533.615441917575e-003   -496.254438513619e-003
    31.3014999998775e+006    467.554990029557e-003   -554.653872743809e-003
    31.3969199998771e+006    395.651699329842e-003   -604.089935915909e-003
    31.4923399998768e+006    318.648025368743e-003   -644.310681798501e-003
    31.5877599998764e+006    237.472264472510e-003   -674.942435310644e-003
    31.6831799998760e+006    153.510963344154e-003   -695.455875629624e-003
    31.7785999998756e+006    67.6955636083432e-003   -705.652472980787e-003
    31.8740199998753e+006   -17.7754174506931e-003   -705.389486938887e-003
    31.9694399998749e+006   -102.266672996887e-003   -694.842970791444e-003
    32.0648599998745e+006   -184.305491859190e-003   -674.346605014199e-003
    32.1602799998741e+006   -262.865107043347e-003   -644.172871138443e-003
    32.2556999998738e+006   -336.828197175108e-003   -605.016418697219e-003
    32.3511199998734e+006   -405.269395316919e-003   -557.447296864677e-003
    32.4465399998730e+006   -466.708371054445e-003   -502.649674814733e-003
    32.5419599998726e+006   -521.054653210931e-003   -440.986120796030e-003
    32.6373799998723e+006   -567.974108495434e-003   -372.832955061198e-003
    32.7327999998719e+006   -605.676703355367e-003   -300.620708906088e-003
    32.8282199998715e+006   -634.353830643967e-003   -224.589390280042e-003
    32.9236399998711e+006   -653.446674601574e-003   -146.618452564272e-003
    33.0190599998708e+006   -663.101175082348e-003   -67.0907166136885e-003
    33.1144799998704e+006   -663.196835611136e-003    12.8009581225640e-003
    33.2098999998700e+006   -653.697914066123e-003    91.8714365321933e-003
    33.3053199998696e+006   -635.002105694444e-003    168.672839757451e-003
    33.4007399998693e+006   -607.094147115601e-003    242.854650597904e-003
    33.4961599998689e+006   -570.915627136624e-003    312.311839675694e-003
    33.5915799998685e+006   -526.925114867959e-003    376.536254481273e-003
    33.6869999998681e+006   -475.903871142895e-003    434.682010208065e-003
    33.7824199998677e+006   -418.966314540207e-003    485.725957554196e-003
    33.8778399998674e+006   -355.528275559784e-003    530.263990014365e-003
    33.9732599998670e+006   -288.375021371856e-003    566.138516532422e-003
    34.0686799998666e+006   -217.671806091679e-003    593.736539607605e-003
    34.1640999998662e+006   -144.554061099584e-003    612.528858501956e-003
    34.2595199998659e+006   -70.6240357936164e-003    622.433978123079e-003
    34.3549399998655e+006    4.53399169348107e-003    623.443873913794e-003
    34.4503599998651e+006    78.7647908794344e-003    615.539635339340e-003
    34.5457799998647e+006    150.771142060364e-003    598.964115937096e-003
    34.6411999998644e+006    219.974995905941e-003    574.062757596829e-003
    34.7366199998640e+006    285.553719737755e-003    541.204904892372e-003
    34.8320399998636e+006    346.336480727769e-003    501.042823804684e-003
    34.9274599998632e+006    401.620617464742e-003    454.146801847792e-003
    35.0228799998629e+006    450.607168822744e-003    401.441063735400e-003
    35.1182999998625e+006    492.811486666919e-003    343.542208155297e-003
    35.2137199998621e+006    527.750627733282e-003    281.204450808853e-003
    35.3091399998617e+006    554.955994824499e-003    215.367525583344e-003
    35.4045599998614e+006    574.160747103664e-003    146.719104095052e-003
    35.4999799998610e+006    584.894748253178e-003    77.1385708007720e-003
    35.5953999998606e+006    587.266711287021e-003    7.02077671135881e-003
    35.6908199998602e+006    581.409052188178e-003   -61.9372624264113e-003
    35.7862399998599e+006    567.429326860720e-003   -130.020916730061e-003
    35.8816599998595e+006    545.566030641193e-003   -195.581413810787e-003
    35.9770799998591e+006    515.966915542230e-003   -258.414368965465e-003
    36.0724999998587e+006    479.529032459622e-003   -316.542090433344e-003
    36.1679199998584e+006    436.638607098819e-003   -369.606123600300e-003
    36.2633399998580e+006    388.145593610294e-003   -416.922115252875e-003
    36.3587599998576e+006    334.713805557884e-003   -457.921394420645e-003
    36.4541799998572e+006    276.857837664234e-003   -492.258845813041e-003
    36.5495999998569e+006    214.912058497343e-003   -519.743908564438e-003
    36.6450199998565e+006    151.130440355261e-003   -539.289319834922e-003
    36.7404399998561e+006    85.7090136048292e-003   -551.071572453633e-003
    36.8358599998557e+006    19.6219518198552e-003   -555.112817002211e-003
    36.9312799998553e+006   -46.1157952288789e-003   -551.208783589369e-003
    37.0266999998550e+006   -110.701140166416e-003   -539.638856565014e-003
    37.1221199998546e+006   -173.249428133669e-003   -520.622636135391e-003
    37.2175399998542e+006   -232.338117602333e-003   -494.636708599547e-003
    37.3129599998538e+006   -288.478693657700e-003   -461.597017027914e-003
    37.4083799998535e+006   -339.999760953617e-003   -422.297468720720e-003
    37.5037999998531e+006   -386.185345092922e-003   -377.508557815182e-003
    37.5992199998527e+006   -426.542929145937e-003   -327.788084089734e-003
    37.6946399998523e+006   -460.362207832372e-003   -274.221572555494e-003
    37.7900599998520e+006   -487.707514012683e-003   -216.946335726863e-003
    37.8854799998516e+006   -508.093861134127e-003   -156.961059916213e-003
    37.9808999998512e+006   -521.122670122721e-003   -95.3727976539629e-003
    38.0763199998508e+006   -526.772481838589e-003   -32.2341854955887e-003
    38.1717399998505e+006   -524.934304520737e-003    30.3212524611512e-003
    38.2671599998501e+006   -515.724767063281e-003    92.0135621119502e-003
    38.3625799998497e+006   -499.456434537434e-003    151.618220734494e-003
    38.4579999998493e+006   -476.286437248971e-003    208.921007444879e-003
    38.5534199998490e+006   -446.561503161051e-003    262.904398247572e-003
    38.6488399998486e+006   -410.735792362443e-003    312.913232094262e-003
    38.7442599998482e+006   -369.464605083550e-003    358.104330046152e-003
    38.8396799998478e+006   -322.926817444233e-003    398.217436212039e-003
    38.9350999998475e+006   -272.324295518133e-003    432.331171126817e-003
    39.0305199998471e+006   -218.386966588071e-003    459.949454182237e-003
    39.1259399998467e+006   -161.628238100998e-003    480.984004972650e-003
    39.2213599998463e+006   -103.165151246623e-003    495.081714669531e-003
    39.3167799998460e+006   -43.5697060970757e-003    502.155977614539e-003
    39.4121999998456e+006    16.3028242467106e-003    502.083622248361e-003
    39.5076199998452e+006    75.3859665662909e-003    494.964123365574e-003
    39.6030399998448e+006    133.174897207420e-003    480.920360091327e-003
    39.6984599998444e+006    188.690038223016e-003    460.251435919365e-003
    39.7938799998441e+006    241.271409721497e-003    433.177221377696e-003
    39.8892999998437e+006    289.491624117297e-003    400.599734456853e-003
    39.9847199998433e+006    333.967412455960e-003    362.250796997094e-003
    40.0801399998429e+006    373.648498625775e-003    318.788092843572e-003
