Frequency [Hz]	Real_part [V/V]	Imag_part [V/V]
2.481723999911977735e+05	5.318363192443609222e-01	-1.694008042276746173e-01
2.488322999911751831e+05	5.313488339958449824e-01	-1.697810440176831803e-01
2.494921999911525636e+05	5.307791648119567496e-01	-1.699346514409035280e-01
2.501520999911299732e+05	5.304709248918890729e-01	-1.701354734978339223e-01
2.508119999911073828e+05	5.297793106197947743e-01	-1.707080603114450312e-01
2.514718999910847633e+05	5.294590068184836795e-01	-1.708834104252266173e-01
2.521317999910621729e+05	5.290482088654440140e-01	-1.712020985333850276e-01
2.527916999910395534e+05	5.284185300797475948e-01	-1.715050828607831146e-01
2.534515999910169630e+05	5.282412973287994307e-01	-1.720096992435874717e-01
2.541114999909943726e+05	5.278484781148298222e-01	-1.721410958714850170e-01
2.547713999909717531e+05	5.274059337567462702e-01	-1.723339151945650072e-01
2.554312999909491627e+05	5.269643150501455153e-01	-1.727542995636471013e-01
2.560911999909265433e+05	5.267355760748512195e-01	-1.729674393561034529e-01
2.567510999909039529e+05	5.263131344431875025e-01	-1.732694231277708830e-01
2.574109999908813625e+05	5.258534483931782688e-01	-1.733813761629305061e-01
2.580708999908587430e+05	5.254983672327365740e-01	-1.739055308020448221e-01
2.587307999908361526e+05	5.252503665448052805e-01	-1.740311313093808321e-01
2.593906999908135331e+05	5.249646696759905362e-01	-1.742503060844385887e-01
2.600505999907909427e+05	5.245379038106992020e-01	-1.744780010324752662e-01
2.607104999907683523e+05	5.242741801123450562e-01	-1.748029904101170429e-01
2.613703999907457328e+05	5.239714672972259901e-01	-1.750858830381541165e-01
2.620302999907231424e+05	5.236714433408247160e-01	-1.753180615783892782e-01
2.626901999907005229e+05	5.234503296355962343e-01	-1.756283767216196001e-01
2.633500999906779616e+05	5.232081976449166616e-01	-1.758781746656340184e-01
2.640099999906553421e+05	5.230043168201999881e-01	-1.761887304436604296e-01
2.646698999906327226e+05	5.226307472785139963e-01	-1.763749292412051251e-01
2.653297999906101031e+05	5.223964780216836523e-01	-1.767699992320702629e-01
2.659896999905875418e+05	5.221596111494105630e-01	-1.771343934428736555e-01
2.666495999905649223e+05	5.220227176916779621e-01	-1.771321788368483419e-01
2.673094999905423028e+05	5.216731143820145800e-01	-1.774754611192432829e-01
2.679693999905197416e+05	5.214713110691995279e-01	-1.778585344560137116e-01
2.686292999904971221e+05	5.211870188703643381e-01	-1.782372860312542440e-01
2.692891999904745026e+05	5.209534417588917998e-01	-1.783236220167954966e-01
2.699490999904519413e+05	5.207889101956735267e-01	-1.786358486643170318e-01
2.706089999904293218e+05	5.206258018555619538e-01	-1.790565577051372870e-01
2.712688999904067023e+05	5.203359665908318110e-01	-1.793621243241535768e-01
2.719287999903840828e+05	5.200264965113640114e-01	-1.795807191249586543e-01
2.725886999903615215e+05	5.199879884878267911e-01	-1.798932826721442724e-01
2.732485999903389020e+05	5.197584480157824149e-01	-1.802019993645185558e-01
2.739084999903162825e+05	5.194420345354586743e-01	-1.804582486481391690e-01
2.745683999902937212e+05	5.193037910611475461e-01	-1.807112496443670779e-01
2.752282999902711017e+05	5.191392489803560162e-01	-1.810610441728795761e-01
2.758881999902484822e+05	5.189328456876403095e-01	-1.814749484254337131e-01
2.765480999902259209e+05	5.187805190678878020e-01	-1.815304183079241851e-01
2.772079999902033014e+05	5.185434514201985312e-01	-1.819713837710470739e-01
2.778678999901806819e+05	5.183308103231811792e-01	-1.823410002182348777e-01
2.785277999901580624e+05	5.181837242173886748e-01	-1.825261463155101738e-01
2.791876999901355011e+05	5.179289587532046601e-01	-1.829164522547002125e-01
2.798475999901128816e+05	5.178021102806736886e-01	-1.833205923106088486e-01
2.805074999900902621e+05	5.176562222996644591e-01	-1.835970436435575281e-01
2.811673999900677009e+05	5.174803428286166573e-01	-1.838620549584039643e-01
2.818272999900450814e+05	5.172591889321620506e-01	-1.841479797104103311e-01
2.824871999900224619e+05	5.170961748408939851e-01	-1.845535627475865248e-01
2.831470999899999006e+05	5.169228517521936572e-01	-1.849001240672018265e-01
2.838069999899772811e+05	5.166822472265802935e-01	-1.851601173907350961e-01
2.844668999899546616e+05	5.166111372791121203e-01	-1.855623974255748154e-01
2.851267999899320421e+05	5.164016023782822540e-01	-1.858060465131588790e-01
2.857866999899094808e+05	5.162716421331894345e-01	-1.861235271802189062e-01
2.864465999898868613e+05	5.160805365113452226e-01	-1.864429326542336729e-01
2.871064999898642418e+05	5.159163628549551239e-01	-1.868635736923295043e-01
2.877663999898416805e+05	5.157323315114106244e-01	-1.872378143616541535e-01
2.884262999898190610e+05	5.155382789639101349e-01	-1.875184278059424392e-01
2.890861999897964415e+05	5.154531433010529629e-01	-1.878283013487740682e-01
2.897460999897738802e+05	5.152335193417507675e-01	-1.881958765322588600e-01
2.904059999897512607e+05	5.150512110712146541e-01	-1.885420015262465054e-01
2.910658999897286412e+05	5.149117313087491210e-01	-1.888588092285160003e-01
2.917257999897060217e+05	5.147805294190932468e-01	-1.890975727670919648e-01
2.923856999896834604e+05	5.145865165880211256e-01	-1.895586384405925362e-01
2.930455999896608409e+05	5.143906274139905532e-01	-1.899456404507921525e-01
2.937054999896382215e+05	5.142860636344096514e-01	-1.901823792309335903e-01
2.943653999896156602e+05	5.141407604634253836e-01	-1.905031315978818196e-01
2.950252999895930407e+05	5.139739479518637966e-01	-1.909676805590247994e-01
2.956851999895704212e+05	5.137540464519058103e-01	-1.913212680721714798e-01
2.963450999895478599e+05	5.136597938697456955e-01	-1.916557644943724659e-01
2.970049999895252404e+05	5.135042129854919812e-01	-1.919852714064473886e-01
2.976648999895026209e+05	5.133390942196460749e-01	-1.923394038063446221e-01
2.983247999894800014e+05	5.131660886822997369e-01	-1.926407609460916159e-01
2.989846999894574401e+05	5.130057900384380476e-01	-1.929521634173062550e-01
2.996445999894348206e+05	5.128973660585007810e-01	-1.934242970953096996e-01
3.003044999894122011e+05	5.126898451316251881e-01	-1.937900119592108061e-01
3.009643999893896398e+05	5.125657183410132767e-01	-1.941259773625790552e-01
3.016242999893670203e+05	5.123820633498306076e-01	-1.944742004472920227e-01
3.022841999893444008e+05	5.122485980199877886e-01	-1.947498812828881432e-01
3.029440999893218395e+05	5.120574157898357681e-01	-1.951194753424354000e-01
3.036039999892992200e+05	5.119229677523744471e-01	-1.954882128669070684e-01
3.042638999892766005e+05	5.117223225646966300e-01	-1.959008198411424928e-01
3.049237999892539810e+05	5.115572679207692763e-01	-1.962003218925969794e-01
3.055836999892314197e+05	5.114600689407481360e-01	-1.965740917794501219e-01
3.062435999892088003e+05	5.112905398568232673e-01	-1.969307121381959347e-01
3.069034999891861808e+05	5.111205895209709471e-01	-1.973059462607465453e-01
3.075633999891636195e+05	5.109518352083010084e-01	-1.976866562751145029e-01
3.082232999891410000e+05	5.108115758757230118e-01	-1.980199535960390222e-01
3.088831999891183805e+05	5.106538420437192194e-01	-1.983702045365313971e-01
3.095430999890958192e+05	5.105000249494293652e-01	-1.987686616838935383e-01
3.102029999890731997e+05	5.103258115725006760e-01	-1.992273076714372870e-01
3.108628999890505802e+05	5.101347070791119043e-01	-1.995140861950901456e-01
3.115227999890279607e+05	5.099913024456316224e-01	-1.998915308822052372e-01
3.121826999890053994e+05	5.098603070786884572e-01	-2.002850285812989850e-01
3.128425999889827799e+05	5.096510088828073437e-01	-2.006444372828100065e-01
3.135024999889601604e+05	5.095258877989321533e-01	-2.009871567100423306e-01
3.141623999889375991e+05	5.093855139147681621e-01	-2.013682366098475673e-01
3.148222999889149796e+05	5.092186282120110263e-01	-2.017602745966445843e-01
3.154821999888923601e+05	5.090521739182480854e-01	-2.021280171469085341e-01
3.161420999888697988e+05	5.088759728115216374e-01	-2.025117152819167488e-01
3.168019999888471793e+05	5.087172096763480367e-01	-2.028256581133614789e-01
3.174618999888245598e+05	5.085575851121442170e-01	-2.031501538717306876e-01
3.181217999888019403e+05	5.084443488357346386e-01	-2.035569586786876439e-01
3.187816999887793791e+05	5.082664958454430337e-01	-2.039792397147221492e-01
3.194415999887567596e+05	5.080834498397661658e-01	-2.043150179568131164e-01
3.201014999887341401e+05	5.079432834230733773e-01	-2.046511336250910473e-01
3.207613999887115788e+05	5.078125704808431617e-01	-2.050205502050877204e-01
3.214212999886889593e+05	5.076105249594622393e-01	-2.054651769698571939e-01
3.220811999886663398e+05	5.074544136155290097e-01	-2.058458920128416747e-01
3.227410999886437785e+05	5.073056566412107449e-01	-2.062270280830809377e-01
3.234009999886211590e+05	5.071555067417249374e-01	-2.065513024307575329e-01
3.240608999885985395e+05	5.069836924111307264e-01	-2.069246790616972864e-01
3.247207999885759200e+05	5.068299179220583373e-01	-2.073462717407555111e-01
3.253806999885533587e+05	5.066478978873065753e-01	-2.076636437955860504e-01
3.260405999885307392e+05	5.064701818956659496e-01	-2.080450355305907273e-01
3.267004999885081197e+05	5.062998891576327987e-01	-2.084284664964486389e-01
3.273603999884855584e+05	5.061605073101057561e-01	-2.088407764226697660e-01
3.280202999884629389e+05	5.060551085198581323e-01	-2.091683168078033173e-01
3.286801999884403194e+05	5.058401312229515723e-01	-2.096063615993730422e-01
3.293400999884177581e+05	5.056829240359983491e-01	-2.099499233616772820e-01
