Frequency [Hz]	Real_part [V/V]	Imag_part [V/V]
6.933949999732291326e+04	5.422923431650248371e-01	-3.365664567712870620e-02
6.999939999730032287e+04	5.421340048075434792e-01	-3.408918260185930804e-02
7.065929999727771792e+04	5.423040901381780410e-01	-3.438999671601541963e-02
7.131919999725511298e+04	5.424069179569998012e-01	-3.508324983980627004e-02
7.197909999723250803e+04	5.422034499536112495e-01	-3.552346311895738379e-02
7.263899999720990309e+04	5.423361752498125909e-01	-3.598468722106737405e-02
7.329889999718731269e+04	5.422866354256393739e-01	-3.643558113046460600e-02
7.395879999716470775e+04	5.422910486116673257e-01	-3.718187098969141791e-02
7.461869999714210280e+04	5.424647090653392789e-01	-3.754295523806475826e-02
7.527859999711949786e+04	5.425006532905455314e-01	-3.803623633077481136e-02
7.593849999709689291e+04	5.424636772183105693e-01	-3.854661969575067654e-02
7.659839999707430252e+04	5.424947770058938801e-01	-3.898039435539790015e-02
7.725829999705169757e+04	5.425677982455154869e-01	-3.951742913933139340e-02
7.791819999702909263e+04	5.424377825391480945e-01	-3.997489623832145567e-02
7.857809999700648768e+04	5.425472951679017886e-01	-4.048945290493506655e-02
7.923799999698388274e+04	5.425855702968161998e-01	-4.098521729755441600e-02
7.989789999696129235e+04	5.424707365224096245e-01	-4.143951386229664802e-02
8.055779999693868740e+04	5.425455443684060741e-01	-4.191200651866990728e-02
8.121769999691608245e+04	5.425250587879411057e-01	-4.236504462070762173e-02
8.187759999689347751e+04	5.425935289523259319e-01	-4.286393546353812339e-02
8.253749999687087256e+04	5.424688859850301803e-01	-4.333843856496149421e-02
8.319739999684828217e+04	5.424947636791700445e-01	-4.377563858887041637e-02
8.385729999682567723e+04	5.425483899757025386e-01	-4.430184880206024939e-02
8.451719999680307228e+04	5.425071463079977896e-01	-4.470471446647946573e-02
8.517709999678046734e+04	5.424765416922804340e-01	-4.518758888038813815e-02
8.583699999675786239e+04	5.425178415986275926e-01	-4.566131767579458683e-02
8.649689999673527200e+04	5.425424091037343022e-01	-4.613717821915541695e-02
8.715679999671266705e+04	5.425110993829010964e-01	-4.662783145141598945e-02
8.781669999669006211e+04	5.424519603372616183e-01	-4.707757527636041717e-02
8.847659999666745716e+04	5.425607872354079042e-01	-4.754139973937191593e-02
8.913649999664485222e+04	5.425024407932528270e-01	-4.803244322265780297e-02
8.979639999662226182e+04	5.424742436570260118e-01	-4.852953579039166049e-02
9.045629999659965688e+04	5.424766004991724566e-01	-4.895625307150774930e-02
9.111619999657705193e+04	5.425039096401578220e-01	-4.947426275157508491e-02
9.177609999655444699e+04	5.424861180661686433e-01	-4.990929965507696908e-02
9.243599999653184204e+04	5.424518299197547133e-01	-5.032943505534125117e-02
9.309589999650925165e+04	5.424077157380230441e-01	-5.081986547809582561e-02
9.375579999648664671e+04	5.424272670225278592e-01	-5.135657513616227743e-02
9.441569999646404176e+04	5.423639336983014925e-01	-5.178281466548376871e-02
9.507559999644143682e+04	5.423756904104879428e-01	-5.219288769644216813e-02
9.573549999641883187e+04	5.423803965071896105e-01	-5.271143112061079522e-02
9.639539999639624148e+04	5.423400091793049160e-01	-5.318208477144704266e-02
9.705529999637363653e+04	5.423695016650454948e-01	-5.359250921060563361e-02
9.771519999635103159e+04	5.423100203888351345e-01	-5.408445282258837056e-02
9.837509999632842664e+04	5.422790511464585794e-01	-5.448606521065799818e-02
9.903499999630582170e+04	5.422311321599114775e-01	-5.493919252504921719e-02
9.969489999628323130e+04	5.422372492759434115e-01	-5.545861509057389838e-02
1.003547999962606264e+05	5.422367641394554294e-01	-5.590116263031399274e-02
1.010146999962380214e+05	5.421455734556193118e-01	-5.626273547038506545e-02
1.016745999962154165e+05	5.421546865643116497e-01	-5.679590614989765696e-02
1.023344999961928115e+05	5.421909208280579762e-01	-5.723420960216535347e-02
1.029943999961702211e+05	5.422627221909349648e-01	-5.780518240866729801e-02
1.036542999961476162e+05	5.421080918153940997e-01	-5.817404217719871623e-02
1.043141999961250112e+05	5.420603235211921556e-01	-5.862115561468228542e-02
1.049740999961024063e+05	5.421445197506800096e-01	-5.909140147367917401e-02
1.056339999960798013e+05	5.420309329101798967e-01	-5.954525123229213734e-02
1.062938999960572110e+05	5.419934216918430581e-01	-5.999276228676841266e-02
1.069537999960346060e+05	5.419609571751874411e-01	-6.041919494033368143e-02
1.076136999960120011e+05	5.419483930251606241e-01	-6.087394349914477393e-02
1.082735999959893961e+05	5.419195902112035057e-01	-6.132338724238926148e-02
1.089334999959667912e+05	5.418934138147915025e-01	-6.175842687639495482e-02
1.095933999959442008e+05	5.418574613532810558e-01	-6.224958979154602418e-02
1.102532999959215958e+05	5.418090602809090273e-01	-6.269888472433712834e-02
1.109131999958989909e+05	5.417767147401937322e-01	-6.313626760852553144e-02
1.115730999958763859e+05	5.417498036271103379e-01	-6.357818698639572386e-02
1.122329999958537810e+05	5.417063239655676155e-01	-6.402558010884179529e-02
1.128928999958311906e+05	5.416884980103412461e-01	-6.445053065459215025e-02
1.135527999958085857e+05	5.416471026513283160e-01	-6.491930327897225961e-02
1.142126999957859807e+05	5.416117762736377683e-01	-6.536456672839212334e-02
1.148725999957633758e+05	5.415795609321250037e-01	-6.579305910544705482e-02
1.155324999957407854e+05	5.415347977691202797e-01	-6.622823192008818471e-02
1.161923999957181804e+05	5.415029018138034500e-01	-6.671327458150892731e-02
1.168522999956955755e+05	5.414772338161026877e-01	-6.713911664042448990e-02
1.175121999956729705e+05	5.414350134629233313e-01	-6.757082165041494726e-02
1.181720999956503656e+05	5.414000105429481735e-01	-6.802441198767361641e-02
1.188319999956277752e+05	5.414253141400535707e-01	-6.849421858279008957e-02
1.194918999956051703e+05	5.413422085786895321e-01	-6.888602994940802582e-02
1.201517999955825653e+05	5.412948587735202377e-01	-6.936744594228323735e-02
1.208116999955599604e+05	5.412456791885104090e-01	-6.977772441142968129e-02
1.214715999955373554e+05	5.412466146436681891e-01	-7.021338417149747269e-02
1.221314999955147650e+05	5.411766194171284683e-01	-7.068341312426454359e-02
1.227913999954921601e+05	5.411407744266347741e-01	-7.113444441862319667e-02
1.234512999954695551e+05	5.410851260425224574e-01	-7.152834557317409858e-02
1.241111999954469502e+05	5.410627659570191872e-01	-7.200199399794274258e-02
1.247710999954243453e+05	5.410517842917108577e-01	-7.239195089065135480e-02
1.254309999954017549e+05	5.409535370053811798e-01	-7.288519380596823749e-02
1.260908999953791499e+05	5.409063062098539154e-01	-7.331027527169352298e-02
1.267507999953565450e+05	5.408491499575952544e-01	-7.374811474503623066e-02
1.274106999953339400e+05	5.408305431586531986e-01	-7.418298653958813049e-02
1.280705999953113351e+05	5.407600801958577508e-01	-7.457290034129321343e-02
1.287304999952887447e+05	5.407890083407704829e-01	-7.507408820277029771e-02
1.293903999952661397e+05	5.406829448573098329e-01	-7.548991324033603456e-02
1.300502999952435348e+05	5.406655121382669682e-01	-7.593189899815663835e-02
1.307101999952209298e+05	5.405776970413367355e-01	-7.633438339962549113e-02
1.313700999951983395e+05	5.406058318327942036e-01	-7.677855354180958269e-02
1.320299999951757200e+05	5.404852861797896368e-01	-7.720477238872015813e-02
1.326898999951531296e+05	5.404541518883919649e-01	-7.766648927224129029e-02
1.333497999951305101e+05	5.404190502250044714e-01	-7.809748244657219174e-02
1.340096999951079197e+05	5.404040169049771913e-01	-7.852825012515310399e-02
1.346695999950853293e+05	5.403680034605036209e-01	-7.898202720075199468e-02
1.353294999950627098e+05	5.403178948189194530e-01	-7.940639004984156868e-02
1.359893999950401194e+05	5.402796032188791342e-01	-7.980645561495512685e-02
1.366492999950175290e+05	5.402175164725772083e-01	-8.025409282186037052e-02
1.373091999949949095e+05	5.401382851857590151e-01	-8.068675453290587163e-02
1.379690999949723191e+05	5.400934169525271056e-01	-8.114645374877631212e-02
1.386289999949496996e+05	5.400654607446423450e-01	-8.153910655009910524e-02
1.392888999949271092e+05	5.399976296854310798e-01	-8.193808118007381291e-02
1.399487999949045188e+05	5.399228949329640814e-01	-8.242269345799636826e-02
1.406086999948818993e+05	5.398728291229597520e-01	-8.284418510468022356e-02
1.412685999948593089e+05	5.398241863460856438e-01	-8.326683570156814818e-02
1.419284999948366894e+05	5.397989877193593022e-01	-8.368756927750362062e-02
1.425883999948140990e+05	5.397489995102069393e-01	-8.408809589276403096e-02
1.432482999947915087e+05	5.396747518257450915e-01	-8.455324471174545387e-02
1.439081999947688892e+05	5.396751669209106650e-01	-8.494543575477767061e-02
1.445680999947462988e+05	5.395817821967281436e-01	-8.539014778949274853e-02
1.452279999947236793e+05	5.395291238157574609e-01	-8.581565990164859159e-02
1.458878999947010889e+05	5.394678898684169832e-01	-8.620756561764444936e-02
1.465477999946784985e+05	5.394254965117479816e-01	-8.663878880511595437e-02
1.472076999946558790e+05	5.393368424201316902e-01	-8.708263101220631297e-02
1.478675999946332886e+05	5.393004696138213871e-01	-8.747715014080831297e-02
1.485274999946106691e+05	5.392581115787082879e-01	-8.788938584106527341e-02
1.491873999945880787e+05	5.392114795348934564e-01	-8.831253855452210477e-02
1.498472999945654883e+05	5.391504610939780173e-01	-8.877933343243642195e-02
1.505071999945428688e+05	5.391237726179006762e-01	-8.920752616882844654e-02
1.511670999945202784e+05	5.390386687692942935e-01	-8.958111410703983868e-02
1.518269999944976589e+05	5.390141194414140857e-01	-8.999143892214825358e-02
1.524868999944750685e+05	5.389432934794353702e-01	-9.046496027364714365e-02
1.531467999944524781e+05	5.388316782603144173e-01	-9.085069262116478306e-02
1.538066999944298586e+05	5.388174716682634369e-01	-9.129025647096838947e-02
1.544665999944072682e+05	5.387775575537699924e-01	-9.174236822151472792e-02
1.551264999943846487e+05	5.386830167739464770e-01	-9.211214685420111847e-02
1.557863999943620584e+05	5.386431341131660000e-01	-9.256207143299705065e-02
1.564462999943394680e+05	5.386639796201643238e-01	-9.291614518561967795e-02
1.571061999943168485e+05	5.385668291936498431e-01	-9.336994702940572266e-02
1.577660999942942581e+05	5.384967437457901518e-01	-9.376650023840638060e-02
1.584259999942716386e+05	5.384485570704181656e-01	-9.413540177250957763e-02
1.590858999942490482e+05	5.384196786176792537e-01	-9.455663366449090779e-02
1.597457999942264578e+05	5.382980669308217170e-01	-9.501333522045093960e-02
1.604056999942038383e+05	5.382447614063380348e-01	-9.540287406360437039e-02
1.610655999941812479e+05	5.382222522633358652e-01	-9.583325234402213788e-02
1.617254999941586284e+05	5.381557326365528082e-01	-9.620794814429778352e-02
1.623853999941360380e+05	5.381058427038856173e-01	-9.664233825934270827e-02
1.630452999941134476e+05	5.380682782463817038e-01	-9.702964341853978492e-02
1.637051999940908281e+05	5.380101939394448252e-01	-9.743841567534670955e-02
1.643650999940682377e+05	5.379407557027645614e-01	-9.784871008356377242e-02
1.650249999940456182e+05	5.377896713065676293e-01	-9.825099449592220036e-02
1.656848999940230278e+05	5.378421906648114259e-01	-9.862256131637335554e-02
1.663447999940004374e+05	5.377257789728895343e-01	-9.905304839796399974e-02
1.670046999939778179e+05	5.376886155128812739e-01	-9.939242457062801017e-02
1.676645999939552275e+05	5.376782297124104160e-01	-9.984799507768239712e-02
1.683244999939326080e+05	5.375993378676388046e-01	-1.002245349392939383e-01
1.689843999939100177e+05	5.374673263828331216e-01	-1.007359769234581481e-01
1.696442999938874273e+05	5.375187624714213852e-01	-1.010493928460032415e-01
1.703041999938648078e+05	5.374391240702048878e-01	-1.015127748685197145e-01
1.709640999938422174e+05	5.373867149888355010e-01	-1.018527098999152114e-01
1.716239999938195979e+05	5.373781300329838473e-01	-1.022592370690814934e-01
1.722838999937970075e+05	5.372969580089640429e-01	-1.027219737265407246e-01
1.729437999937744171e+05	5.372519255066882105e-01	-1.030662238080315707e-01
1.736036999937517976e+05	5.372126599791635648e-01	-1.034749077318749128e-01
1.742635999937292072e+05	5.371282738754740160e-01	-1.038685586707052272e-01
1.749234999937065877e+05	5.371126382838792290e-01	-1.042634773366387380e-01
1.755833999936839973e+05	5.370272308780282833e-01	-1.046467921134878742e-01
1.762432999936614069e+05	5.369951269207144939e-01	-1.050494406041841966e-01
1.769031999936387874e+05	5.369798716702776087e-01	-1.054212601980454994e-01
1.775630999936161970e+05	5.369223664327484880e-01	-1.057807589599635140e-01
1.782229999935935775e+05	5.367599603308308431e-01	-1.062474315449333656e-01
1.788828999935709871e+05	5.367566875185634245e-01	-1.066139324275565126e-01
1.795427999935483967e+05	5.367314457373943970e-01	-1.069693472282923774e-01
1.802026999935257772e+05	5.367526959204168557e-01	-1.073810793249024703e-01
1.808625999935031869e+05	5.366389454752616972e-01	-1.077744524578127666e-01
1.815224999934805674e+05	5.366143521784746406e-01	-1.081403902404588224e-01
1.821823999934579770e+05	5.366870330612862894e-01	-1.084898876294583814e-01
1.828422999934353866e+05	5.365649844144358971e-01	-1.089308615560633381e-01
1.835021999934127671e+05	5.364814306316623149e-01	-1.093431452000096227e-01
1.841620999933901767e+05	5.364094302424735616e-01	-1.096817614263625590e-01
1.848219999933675572e+05	5.364440749016001764e-01	-1.100171649196320378e-01
1.854818999933449668e+05	5.364058712627098879e-01	-1.104461964827409548e-01
1.861417999933223764e+05	5.363591023101033084e-01	-1.108238182713000147e-01
1.868016999932997569e+05	5.362606178476231333e-01	-1.112878352497033291e-01
1.874615999932771665e+05	5.362721447748981518e-01	-1.116388375307288822e-01
1.881214999932545470e+05	5.363048557338734312e-01	-1.119723930816151486e-01
1.887813999932319566e+05	5.362698457115471218e-01	-1.123164629553950883e-01
1.894412999932093662e+05	5.361553420161028205e-01	-1.127657895847376940e-01
1.901011999931867467e+05	5.361584748497976172e-01	-1.131501527119129491e-01
1.907610999931641563e+05	5.362235806908727254e-01	-1.134972116543118276e-01
1.914209999931415368e+05	5.361842954869292521e-01	-1.138858623830407008e-01
1.920808999931189464e+05	5.361267577998157785e-01	-1.142930223176414628e-01
1.927407999930963560e+05	5.361852765520930264e-01	-1.145861939178074579e-01
1.934006999930737366e+05	5.359753998401542985e-01	-1.150290126749339975e-01
1.940605999930511462e+05	5.359287277714561704e-01	-1.154249783404868307e-01
1.947204999930285267e+05	5.359428337874875270e-01	-1.158035386228387364e-01
1.953803999930059363e+05	5.359385429509520016e-01	-1.161665545692089074e-01
1.960402999929833459e+05	5.359808374807591980e-01	-1.165993997261206977e-01
1.967001999929607264e+05	5.358480173183247652e-01	-1.169418455106605859e-01
1.973600999929381360e+05	5.358600446204717649e-01	-1.173044359215202614e-01
1.980199999929155165e+05	5.358446616820330410e-01	-1.177042195104707895e-01
1.986798999928929261e+05	5.358379941488373710e-01	-1.179931572193240047e-01
1.993397999928703357e+05	5.357653012325592767e-01	-1.183341585977952387e-01
1.999996999928477162e+05	5.357686828993435402e-01	-1.186742165915139618e-01
2.006595999928251258e+05	5.357404553149126558e-01	-1.190705631988469709e-01
2.013194999928025063e+05	5.357007598089826850e-01	-1.194349118274129762e-01
2.019793999927799159e+05	5.357108344132391897e-01	-1.196277198006274328e-01
2.026392999927573255e+05	5.356299317249766379e-01	-1.198732814089993604e-01
2.032991999927347060e+05	5.356334745089592619e-01	-1.204039316964750361e-01
2.039590999927121156e+05	5.356681265032893213e-01	-1.206806396138637855e-01
2.046189999926894961e+05	5.356410827908789640e-01	-1.208856761822444670e-01
2.052788999926669057e+05	5.356095200801875844e-01	-1.211812617810675841e-01
2.059387999926443154e+05	5.356677009595908201e-01	-1.214124485946746768e-01
2.065986999926216959e+05	5.358354859742495702e-01	-1.212989977775927875e-01
2.072585999925991055e+05	5.358515536851184979e-01	-1.215511021256058533e-01
2.079184999925764860e+05	5.358938208569146155e-01	-1.219629502814479488e-01
2.085783999925538956e+05	5.360147875316731980e-01	-1.221652655725963960e-01
2.092382999925313052e+05	5.362753009546434857e-01	-1.222065773382348397e-01
2.098981999925086857e+05	5.365092131833303357e-01	-1.224533084857727105e-01
2.105580999924860953e+05	5.365993992644432220e-01	-1.227697430741654938e-01
2.112179999924634758e+05	5.370048426930807972e-01	-1.229376516265576619e-01
2.118778999924408854e+05	5.371586041323791472e-01	-1.232278772276319961e-01
2.125377999924182950e+05	5.377093640842248723e-01	-1.233946455152021143e-01
2.131976999923956755e+05	5.379742620758467542e-01	-1.236795697520457898e-01
2.138575999923730851e+05	5.389694667918842885e-01	-1.237805895271868462e-01
2.145174999923504656e+05	5.393135980831568199e-01	-1.242097240588591334e-01
2.151773999923278752e+05	5.398278620488178303e-01	-1.245993554694193733e-01
2.158372999923052848e+05	5.401260006449957185e-01	-1.250792630297702379e-01
2.164971999922826653e+05	5.412381096897361799e-01	-1.256101142818859817e-01
2.171570999922600749e+05	5.411428644205785732e-01	-1.260991716311164190e-01
2.178169999922374845e+05	5.421000791359823490e-01	-1.268382378759593254e-01
2.184768999922148651e+05	5.431864969840237700e-01	-1.275659816080075282e-01
2.191367999921922747e+05	5.435199493292269812e-01	-1.281246400095363558e-01
2.197966999921696552e+05	5.438954145380877625e-01	-1.287206842654284311e-01
2.204565999921470648e+05	5.444943891230357158e-01	-1.298298101086873269e-01
2.211164999921244744e+05	5.454842853040650086e-01	-1.309437681707190937e-01
2.217763999921018549e+05	5.464886239443859095e-01	-1.321874396730212398e-01
2.224362999920792645e+05	5.467729784527137760e-01	-1.329416994485567438e-01
2.230961999920566450e+05	5.470682494168036536e-01	-1.343829658083110501e-01
2.237560999920340546e+05	5.474000961064661164e-01	-1.352768429727825295e-01
2.244159999920114642e+05	5.478325774469622322e-01	-1.365780756716289679e-01
2.250758999919888447e+05	5.487775310159404007e-01	-1.384359088473435251e-01
2.257357999919662543e+05	5.487079416430737933e-01	-1.397744994312331568e-01
2.263956999919436348e+05	5.486919503702032408e-01	-1.410503318447156318e-01
2.270555999919210444e+05	5.488479762838001097e-01	-1.423550433872532717e-01
2.277154999918984540e+05	5.488747632361915540e-01	-1.440383817870851679e-01
2.283753999918758345e+05	5.490075109635478290e-01	-1.455260383980840067e-01
2.290352999918532441e+05	5.487551466685215429e-01	-1.464631074398232424e-01
2.296951999918306246e+05	5.483806225764854547e-01	-1.481586584171707965e-01
2.303550999918080342e+05	5.480710040924651194e-01	-1.495738910147283718e-01
2.310149999917854439e+05	5.477668505761141837e-01	-1.507059763092271354e-01
2.316748999917628244e+05	5.472492053455758620e-01	-1.517797616986580334e-01
2.323347999917402340e+05	5.465133246619249263e-01	-1.533328085274816288e-01
2.329946999917176145e+05	5.460864659967138435e-01	-1.545275251097732450e-01
2.336545999916950241e+05	5.456533122159121785e-01	-1.555038366971465968e-01
2.343144999916724337e+05	5.450257312652831976e-01	-1.563832941236735496e-01
2.349743999916498142e+05	5.441761310781543237e-01	-1.578480818076103409e-01
2.356342999916272238e+05	5.435749618002108097e-01	-1.587061528329228310e-01
2.362941999916046043e+05	5.430794338187187043e-01	-1.592413109876241462e-01
2.369540999915820139e+05	5.424141519798046929e-01	-1.604620176131318077e-01
2.376139999915594235e+05	5.417383349083456645e-01	-1.609936228437519878e-01
2.382738999915368040e+05	5.410033003691494535e-01	-1.618076616667466494e-01
2.389337999915142136e+05	5.403499501565410812e-01	-1.623689491280100594e-01
2.395936999914915941e+05	5.396548100029521233e-01	-1.631066370608949823e-01
2.402535999914690037e+05	5.388074054988227779e-01	-1.637167636209360400e-01
2.409134999914464133e+05	5.382536796133066126e-01	-1.643324793405319117e-01
2.415733999914237938e+05	5.377135038563515268e-01	-1.649889795700708317e-01
2.422332999914012034e+05	5.368224210910426120e-01	-1.655600236232074307e-01
2.428931999913785839e+05	5.362431021216929050e-01	-1.659847765868827096e-01
2.435530999913559936e+05	5.356586414413826436e-01	-1.665717138485915405e-01
2.442129999913334032e+05	5.351315380700841784e-01	-1.670096575412862716e-01
2.448728999913107837e+05	5.346265023335802224e-01	-1.673832786032004583e-01
2.455327999912881933e+05	5.341428615929078028e-01	-1.677777973618485852e-01
2.461926999912655738e+05	5.334394562929876127e-01	-1.683987606202418386e-01
2.468525999912429834e+05	5.330213649681960764e-01	-1.685997302500217010e-01
2.475124999912203930e+05	5.321484716323212627e-01	-1.690448650635640870e-01
