Frequency [Hz]	Real_part [Hz/V]	Imag_part [Hz/V]
1.775112499998066202e+07	6.253016733111814829e+05	-2.094690570489648599e+04
1.787606249998052791e+07	5.817757883123215288e+05	-2.538900323644613090e+05
1.800099999998039380e+07	4.271530231046876288e+05	-4.427469749795416137e+05
1.812593749998025969e+07	2.214006191302326915e+05	-6.423602055621844484e+05
1.825087499998012558e+07	-6.642082701262411138e+04	-6.399096403199406341e+05
1.837581249997999147e+07	-3.395306638485395233e+05	-5.753626844976663124e+05
1.850074999997986108e+07	-5.209631984485004796e+05	-3.656401879461675999e+05
1.862568749997972697e+07	-6.424563260146190878e+05	-1.480924777251977357e+05
1.875062499997959286e+07	-6.407305084068938158e+05	1.066281683370712854e+05
1.887556249997945875e+07	-5.146632666348697385e+05	3.782460091669538524e+05
1.900049999997932464e+07	-3.061397726861567935e+05	5.471219223263000604e+05
1.912543749997919053e+07	-1.863007196420651235e+04	6.200871474682893604e+05
1.925037499997906014e+07	1.986228880033573951e+05	6.133524280062774196e+05
1.937531249997892603e+07	4.142570890190118225e+05	4.683081321030350518e+05
1.950024999997879192e+07	5.789825814490338089e+05	2.141475702785044850e+05
1.962518749997865781e+07	6.105465490387930768e+05	-5.348391808378082351e+04
1.975012499997852370e+07	5.578642829236072721e+05	-3.626458103350258316e+05
1.987506249997838959e+07	3.914393647368357633e+05	-4.971749486489135888e+05
