Frequency [Hz]	Real_part [V/V]	Imag_part [V/V]
3.582499999907895690e+05	8.447311184160760655e-01	-5.926579728914014300e-01
3.706874999904741417e+05	8.316848891649624154e-01	-6.109634703009421131e-01
3.831249999901587144e+05	8.191908932578323421e-01	-6.282348021714340147e-01
3.955624999898432870e+05	8.054621856253337819e-01	-6.462118906706328936e-01
4.079999999895278597e+05	7.919600362793171033e-01	-6.634603215669537812e-01
4.204374999892124324e+05	7.769945893507600454e-01	-6.801908317348428490e-01
4.328749999888970051e+05	7.617522205317507344e-01	-6.963390532300656188e-01
4.453124999885815778e+05	7.475880451645936509e-01	-7.130352308818190821e-01
4.577499999882661505e+05	7.316940264636806468e-01	-7.293328232470708272e-01
4.701874999879507232e+05	7.157391043982491707e-01	-7.456119340372279192e-01
4.826249999876352958e+05	6.994512176097481548e-01	-7.596285821537727134e-01
4.950624999873198685e+05	6.831191588905742851e-01	-7.750579745466430470e-01
5.074999999870044412e+05	6.656642974246835820e-01	-7.904671222799719565e-01
5.199374999866890139e+05	6.489928590256824892e-01	-8.045619460136895773e-01
5.323749999863735866e+05	6.312375986146062656e-01	-8.192535940445831999e-01
5.448124999860582175e+05	6.145512257104455145e-01	-8.320473832786726698e-01
5.572499999857427320e+05	5.966938939757517879e-01	-8.453312449608882950e-01
5.696874999854273628e+05	5.782431967639425352e-01	-8.581438302145688590e-01
5.821249999851118773e+05	5.593589445764646229e-01	-8.704782823493746324e-01
5.945624999847965082e+05	5.408371790231358833e-01	-8.811365140375618799e-01
6.069999999844810227e+05	5.211464111834621660e-01	-8.929469368615816638e-01
6.194374999841656536e+05	5.021655710269095074e-01	-9.036050491371406812e-01
6.318749999838501681e+05	4.826651752235373571e-01	-9.144927164754795834e-01
6.443124999835347990e+05	4.630817797494326538e-01	-9.237705330028570527e-01
6.567499999832193134e+05	4.436385634477746365e-01	-9.340686896358800784e-01
6.691874999829039443e+05	4.240194874953479021e-01	-9.442697843018521553e-01
6.816249999825885752e+05	4.035608765358791317e-01	-9.533921369529047007e-01
6.940624999822730897e+05	3.826519083833824220e-01	-9.624466990318634174e-01
7.064999999819577206e+05	3.618086998528345366e-01	-9.708636952353207894e-01
7.189374999816422351e+05	3.416721480640279029e-01	-9.782403294739328015e-01
7.313749999813268660e+05	3.207318251979395241e-01	-9.857739181569561415e-01
7.438124999810113804e+05	2.988780683638861957e-01	-9.925177325064942213e-01
7.562499999806960113e+05	2.771824624666817116e-01	-9.978580517886319612e-01
7.686874999803805258e+05	2.561368110933466280e-01	-1.004096326112187132e+00
7.811249999800651567e+05	2.352706860064537886e-01	-1.009410183622162727e+00
7.935624999797496712e+05	2.127482879053503584e-01	-1.015065913779579221e+00
8.059999999794343021e+05	1.913058662247262287e-01	-1.018049597056573941e+00
8.184374999791188166e+05	1.692068784628447675e-01	-1.022790629139941787e+00
8.308749999788034474e+05	1.468035207091963334e-01	-1.026363574615225538e+00
8.433124999784879619e+05	1.253979516754529511e-01	-1.030417847810495058e+00
8.557499999781725928e+05	1.027837804661408255e-01	-1.033068224576499050e+00
8.681874999778571073e+05	8.048597810705757083e-02	-1.035460602579175271e+00
8.806249999775417382e+05	5.882923798632994083e-02	-1.036101749694757768e+00
8.930624999772262527e+05	3.597247316705848297e-02	-1.037818486244921790e+00
9.054999999769108836e+05	1.400509122173610940e-02	-1.037372572116510128e+00
9.179374999765955145e+05	-9.313707942730623662e-03	-1.038146711711989134e+00
9.303749999762800289e+05	-3.106882520227427502e-02	-1.038017026575430712e+00
9.428124999759646598e+05	-5.308409941901724716e-02	-1.036152330125719612e+00
9.552499999756491743e+05	-7.510076902801125776e-02	-1.035131829728336061e+00
9.676874999753338052e+05	-9.735857261847534472e-02	-1.033318650030627062e+00
9.801249999750183197e+05	-1.197155748259970121e-01	-1.030683486597174348e+00
9.925624999747029506e+05	-1.412996088058594557e-01	-1.028482690215375195e+00
1.004999999974387465e+06	-1.636922122587170236e-01	-1.025627783390049785e+00
1.017437499974072096e+06	-1.864041255088919880e-01	-1.022029505022634455e+00
1.029874999973756610e+06	-2.080815193095776061e-01	-1.017796820689369053e+00
1.042312499973441241e+06	-2.295533185199605253e-01	-1.013001846935178252e+00
1.054749999973125756e+06	-2.506118045229259739e-01	-1.008583499629457592e+00
1.067187499972810270e+06	-2.722198536162077631e-01	-1.001871645936359911e+00
1.079624999972495018e+06	-2.937604884112107739e-01	-9.960307320321898361e-01
1.092062499972179532e+06	-3.157286929394346187e-01	-9.898812120160329631e-01
1.104499999971864047e+06	-3.370118332092515989e-01	-9.827282621195208012e-01
1.116937499971548561e+06	-3.579509293481685783e-01	-9.754965482845584512e-01
1.129374999971233308e+06	-3.785455901088919384e-01	-9.680223799435043741e-01
1.141812499970917823e+06	-3.992978655178620051e-01	-9.602884162721067041e-01
1.154249999970602337e+06	-4.207684448302367874e-01	-9.515904415657958637e-01
1.166687499970287085e+06	-4.407079481876876592e-01	-9.423073195597567731e-01
1.179124999969971599e+06	-4.615587465425428637e-01	-9.320490485037953299e-01
1.191562499969656114e+06	-4.813254504934799116e-01	-9.223377069589413502e-01
1.203999999969340628e+06	-5.017238928518192864e-01	-9.124644216661764728e-01
1.216437499969025375e+06	-5.205392174327149180e-01	-9.012754548000585508e-01
1.228874999968709890e+06	-5.398949814747300291e-01	-8.896931038050783780e-01
1.241312499968394404e+06	-5.593088410222615270e-01	-8.776606047550346013e-01
1.253749999968078919e+06	-5.779755386320923893e-01	-8.660443959375846434e-01
1.266187499967763666e+06	-5.960573266320537966e-01	-8.537204572960145343e-01
1.278624999967448181e+06	-6.145289277283436657e-01	-8.411312365225910304e-01
1.291062499967132695e+06	-6.322299749945994307e-01	-8.281068096609059959e-01
1.303499999966817209e+06	-6.500710940747150834e-01	-8.136247754232878160e-01
1.315937499966501957e+06	-6.672792367622523146e-01	-8.005577433228091566e-01
1.328374999966186471e+06	-6.844428820001076108e-01	-7.858215805434632939e-01
1.340812499965870986e+06	-7.008197141304143285e-01	-7.705473216680763793e-01
1.353249999965555500e+06	-7.176524229294329871e-01	-7.558501480376911275e-01
1.365687499965240248e+06	-7.336081455447801547e-01	-7.407175730783974732e-01
1.378124999964924762e+06	-7.500509688989018819e-01	-7.240488316578773675e-01
1.390562499964609277e+06	-7.650621820018480568e-01	-7.080361369586292142e-01
1.402999999964294024e+06	-7.800960427878349535e-01	-6.920971657640655472e-01
1.415437499963978538e+06	-7.949022424480760574e-01	-6.750792948507158275e-01
1.427874999963663053e+06	-8.101480931611796388e-01	-6.581488178026371205e-01
1.440312499963347567e+06	-8.236691213436259096e-01	-6.404412280395680446e-01
1.452749999963032315e+06	-8.371747480014505305e-01	-6.225009791113446100e-01
1.465187499962716829e+06	-8.510050865111348228e-01	-6.041888778767087187e-01
1.477624999962401344e+06	-8.636470769472848197e-01	-5.867792501626296620e-01
1.490062499962085858e+06	-8.756322450763092125e-01	-5.676824862006226713e-01
1.502499999961770605e+06	-8.886932258430505494e-01	-5.488844882975352224e-01
1.514937499961455120e+06	-9.002663609639086628e-01	-5.303373366456171079e-01
1.527374999961139634e+06	-9.111714661391291381e-01	-5.096615926921450601e-01
1.539812499960824149e+06	-9.225405306866873989e-01	-4.906313324900939410e-01
1.552249999960508896e+06	-9.327796862465006500e-01	-4.711120242069912756e-01
1.564687499960193411e+06	-9.424460784178612105e-01	-4.510509940345479030e-01
1.577124999959877925e+06	-9.523519431029688898e-01	-4.308573555014157397e-01
1.589562499959562672e+06	-9.615076754577952522e-01	-4.101562237760079666e-01
1.601999999959247187e+06	-9.696220851567675103e-01	-3.890225452069825396e-01
1.614437499958931701e+06	-9.780688648212019221e-01	-3.686510858595723472e-01
1.626874999958616216e+06	-9.861942118593622908e-01	-3.471809873372199151e-01
1.639312499958300963e+06	-9.925932693687983255e-01	-3.259376387106411310e-01
1.651749999957985478e+06	-1.000619129079476588e+00	-3.049822563641352291e-01
1.664187499957669992e+06	-1.007436928406117316e+00	-2.833139348772920618e-01
1.676624999957354506e+06	-1.012753582935687291e+00	-2.614162804793532802e-01
1.689062499957039254e+06	-1.017903619138293969e+00	-2.397898975105323127e-01
1.701499999956723768e+06	-1.024513085325806205e+00	-2.176422210250492928e-01
1.713937499956408283e+06	-1.028498746660102769e+00	-1.966780770532090272e-01
1.726374999956092797e+06	-1.032470790407952643e+00	-1.736162668146214449e-01
1.738812499955777545e+06	-1.035862146520690086e+00	-1.517563589827581327e-01
1.751249999955462059e+06	-1.038957078872105866e+00	-1.287217058523896507e-01
1.763687499955146573e+06	-1.042278809643434112e+00	-1.070411367985567574e-01
1.776124999954831088e+06	-1.045129346773982615e+00	-8.530364415701208181e-02
1.788562499954515835e+06	-1.046072540355727609e+00	-6.269526375802766949e-02
1.800999999954200350e+06	-1.047466049006427147e+00	-4.029695570828331630e-02
1.813437499953884864e+06	-1.049146386644351558e+00	-1.762739576070372974e-02
1.825874999953569612e+06	-1.048857162902699702e+00	4.801728915869033290e-03
1.838312499953254126e+06	-1.048572755772851695e+00	2.727394159814380131e-02
1.850749999952938640e+06	-1.047773303653217525e+00	5.040325207263759988e-02
1.863187499952623155e+06	-1.047408485167217407e+00	7.237790380998240791e-02
1.875624999952307902e+06	-1.045669574190347895e+00	9.461295165287091080e-02
1.888062499951992417e+06	-1.043699835669755549e+00	1.176858877061602443e-01
1.900499999951676931e+06	-1.040769655697365570e+00	1.397792016270309745e-01
1.912937499951361446e+06	-1.038625402045423307e+00	1.624476974243730665e-01
1.925374999951046193e+06	-1.035036098834112739e+00	1.841081640838009015e-01
1.937812499950730707e+06	-1.030715286629381833e+00	2.066724734976690125e-01
1.950249999950415222e+06	-1.026826817451069740e+00	2.288170927345158090e-01
1.962687499950099736e+06	-1.021667230787983938e+00	2.512210530087179983e-01
1.975124999949784484e+06	-1.016284033746341020e+00	2.733415644945812462e-01
1.987562499949468998e+06	-1.009943322042195391e+00	2.949024619336406694e-01
