Frequency [Hz]	Real_part [Hz/V]	Imag_part [Hz/V]
1.512743749998346530e+07	1.567712895248149894e+07	-1.942647309202706814e+07
1.525237499998333119e+07	6.894424298337566666e+06	-2.348839690431198105e+07
1.537731249998319708e+07	-2.649294608485014644e+06	-2.372592239804376289e+07
1.550224999998306483e+07	-1.141814345839270763e+07	-2.067188054189587012e+07
1.562718749998293072e+07	-1.820241874706301093e+07	-1.445276491870814748e+07
1.575212499998279661e+07	-2.207671505377424508e+07	-6.222877176823679358e+06
1.587706249998266436e+07	-2.253485031223179400e+07	2.705250199269342236e+06
1.600199999998253025e+07	-1.949685747115793079e+07	1.114404587511017919e+07
1.612693749998239614e+07	-1.357676554468752071e+07	1.761906787427164987e+07
1.625187499998226389e+07	-5.585425994126175530e+06	2.134926195934265852e+07
1.637681249998212978e+07	3.169825518584915437e+06	2.173444298422749341e+07
1.650174999998199567e+07	1.141438863129096478e+07	1.873022864639792964e+07
1.662668749998186342e+07	1.769775625770339370e+07	1.267884541129173711e+07
1.675162499998172931e+07	2.124371833815911785e+07	4.727193439149378799e+06
1.687656249998159707e+07	2.135919437066970766e+07	-4.059603167632871307e+06
1.700149999998146296e+07	1.797246671097981557e+07	-1.215540413890837133e+07
1.712643749998132885e+07	1.166744877048019320e+07	-1.828238477456305921e+07
1.725137499998119473e+07	3.394134771163634490e+06	-2.144178585190267488e+07
1.737631249998106062e+07	-5.473631851154426113e+06	-2.106806417913674191e+07
1.750124999998092651e+07	-1.350484418759531341e+07	-1.708953110472355783e+07
1.762618749998079613e+07	-1.926383407321235165e+07	-1.015346773071625829e+07
1.775112499998066202e+07	-2.175027536895823851e+07	-1.456041616287201876e+06
1.787606249998052791e+07	-2.040643820183388516e+07	7.548918459665814415e+06
1.800099999998039380e+07	-1.547533109547861479e+07	1.529016281806462444e+07
1.812593749998025969e+07	-7.903726798651101068e+06	2.025459631148835644e+07
1.825087499998012558e+07	1.124257432451182278e+06	2.167756978727754578e+07
1.837581249997999147e+07	1.000490548916634172e+07	1.920894249837883562e+07
1.850074999997986108e+07	1.698859229241385311e+07	1.326102891004393995e+07
1.862568749997972697e+07	2.080833666314431652e+07	4.962855224862650037e+06
1.875062499997959286e+07	2.087529288182105497e+07	-4.143857597215797752e+06
1.887556249997945875e+07	1.702184683271995187e+07	-1.239024551997361705e+07
1.900049999997932464e+07	1.012654627264069021e+07	-1.815509221635312587e+07
1.912543749997919053e+07	1.492767042682496132e+06	-2.050431825400385633e+07
1.925037499997906014e+07	-7.153755528818284161e+06	-1.895383352289130166e+07
1.937531249997892603e+07	-1.424027513083264790e+07	-1.397139176881616749e+07
1.950024999997879192e+07	-1.842163891075337678e+07	-6.627482774733307771e+06
1.962518749997865781e+07	-1.912174354699318111e+07	1.706177883941683220e+06
1.975012499997852370e+07	-1.622694709244225733e+07	9.401750751751670614e+06
1.987506249997838959e+07	-1.053403060656821728e+07	1.495001237799755670e+07
