Frequency [Hz]	Real_part [Hz/V]	Imag_part [Hz/V]
6.069999999844810227e+05	-2.186709842253891006e+07	-1.727304825413570553e+07
6.194374999841656536e+05	-2.267609782107323036e+07	-1.611422206641018391e+07
6.318749999838501681e+05	-2.341676010583537817e+07	-1.492294040831869841e+07
6.443124999835347990e+05	-2.410972648427560180e+07	-1.368905231255682372e+07
6.567499999832193134e+05	-2.472124257083017007e+07	-1.242095314244290814e+07
6.691874999829039443e+05	-2.528195704115230218e+07	-1.112942721928889118e+07
6.816249999825885752e+05	-2.575875785948213935e+07	-9.835394570779334754e+06
6.940624999822730897e+05	-2.617818835650308058e+07	-8.493624031967435032e+06
7.064999999819577206e+05	-2.652136009837009758e+07	-7.146979139141757973e+06
7.189374999816422351e+05	-2.680011855119686946e+07	-5.762189127701297402e+06
7.313749999813268660e+05	-2.700548613497572020e+07	-4.393624828221422620e+06
7.438124999810113804e+05	-2.714592119876434654e+07	-3.036419527203359641e+06
7.562499999806960113e+05	-2.720321630625991896e+07	-1.631386750327206682e+06
7.686874999803805258e+05	-2.719871078307174519e+07	-2.424795446856644121e+05
7.811249999800651567e+05	-2.712643939455494285e+07	1.087462182389647933e+06
7.935624999797496712e+05	-2.698117015016996488e+07	2.454610213480619714e+06
8.059999999794343021e+05	-2.676660952791584283e+07	3.800645171050312929e+06
8.184374999791188166e+05	-2.646839663973546401e+07	5.161810310088510625e+06
8.308749999788034474e+05	-2.611965720762678981e+07	6.494634132399084978e+06
8.433124999784879619e+05	-2.571748337300788611e+07	7.741544203447154723e+06
8.557499999781725928e+05	-2.523147510017174482e+07	9.025170061609765515e+06
8.681874999778571073e+05	-2.468682160696115717e+07	1.026564453142745234e+07
8.806249999775417382e+05	-2.408078447982024029e+07	1.148350438260816224e+07
8.930624999772262527e+05	-2.342751774378300458e+07	1.264325039228906482e+07
9.054999999769108836e+05	-2.270679214106327295e+07	1.376786477294329368e+07
9.179374999765955145e+05	-2.194163980072601512e+07	1.485884491692343540e+07
9.303749999762800289e+05	-2.109398641218400747e+07	1.592274279317934997e+07
9.428124999759646598e+05	-2.023741398612103611e+07	1.691570939255348966e+07
9.552499999756491743e+05	-1.932348821203622967e+07	1.786556891471071541e+07
9.676874999753338052e+05	-1.834406473545881733e+07	1.877374000725150108e+07
9.801249999750183197e+05	-1.732004737048672512e+07	1.964238271406297758e+07
9.925624999747029506e+05	-1.632777032314947806e+07	2.041321788455758244e+07
1.004999999974387465e+06	-1.521307522489085235e+07	2.116432640542436764e+07
1.017437499974072096e+06	-1.410718901072801277e+07	2.184247794544810057e+07
1.029874999973756610e+06	-1.295376198038200662e+07	2.246833683897509426e+07
1.042312499973441241e+06	-1.180996690030378290e+07	2.302460816669069603e+07
1.054749999973125756e+06	-1.060242303014017455e+07	2.352693705269465968e+07
1.067187499972810270e+06	-9.358029026544624940e+06	2.396863995978319272e+07
1.079624999972495018e+06	-8.129577851177535951e+06	2.434508851011657715e+07
1.092062499972179532e+06	-6.905150328131053597e+06	2.465801186842970550e+07
1.104499999971864047e+06	-5.651773696019892581e+06	2.491316170053272694e+07
1.116937499971548561e+06	-4.388484453219864517e+06	2.509734085558357835e+07
1.129374999971233308e+06	-3.095219642320447601e+06	2.521300130960734934e+07
1.141812499970917823e+06	-1.869424511115788715e+06	2.528402677796248719e+07
1.154249999970602337e+06	-5.708912706441535847e+05	2.526371091519691423e+07
1.166687499970287085e+06	7.006522366144409170e+05	2.517979276098807529e+07
1.179124999969971599e+06	1.934431229270852404e+06	2.505449930311460420e+07
1.191562499969656114e+06	3.196042414754478261e+06	2.485088501691552997e+07
1.203999999969340628e+06	4.404354303877709433e+06	2.460785845750435814e+07
1.216437499969025375e+06	5.588403976031106897e+06	2.428812614167853817e+07
1.228874999968709890e+06	6.777228224079996347e+06	2.392823364107106999e+07
1.241312499968394404e+06	7.947318685259732418e+06	2.348611929597460106e+07
1.253749999968078919e+06	9.074899798672357574e+06	2.298554271810606122e+07
1.266187499967763666e+06	1.018093207994989119e+07	2.244769127445029467e+07
1.278624999967448181e+06	1.126392110258416459e+07	2.184153424338995293e+07
1.291062499967132695e+06	1.230562529103925079e+07	2.116977260794717446e+07
1.303499999966817209e+06	1.330113390061295964e+07	2.051353069886294752e+07
1.315937499966501957e+06	1.427006244601381570e+07	1.974478795360355079e+07
1.328374999966186471e+06	1.516097196052492782e+07	1.897408746021243185e+07
1.340812499965870986e+06	1.605360929779874533e+07	1.811377382516892627e+07
1.353249999965555500e+06	1.689185701414224878e+07	1.726417356867780909e+07
1.365687499965240248e+06	1.766709927893842012e+07	1.634120112050421163e+07
1.378124999964924762e+06	1.840013668142618984e+07	1.540594791314946301e+07
1.390562499964609277e+06	1.909714552452591807e+07	1.441509057711941935e+07
1.402999999964294024e+06	1.972444095175550506e+07	1.342920991049957648e+07
1.415437499963978538e+06	2.029746817581087351e+07	1.240887689850787446e+07
1.427874999963663053e+06	2.082917718807908148e+07	1.133957323596737720e+07
1.440312499963347567e+06	2.129719366525439546e+07	1.023322736761849560e+07
1.452749999963032315e+06	2.171239921547930688e+07	9.172680381368825212e+06
1.465187499962716829e+06	2.206822807866521552e+07	8.065892310617230833e+06
1.477624999962401344e+06	2.236667924221786112e+07	6.937709050964098424e+06
1.490062499962085858e+06	2.260482237956701219e+07	5.774509344040781260e+06
1.502499999961770605e+06	2.279646354830089957e+07	4.632351268679894507e+06
1.514937499961455120e+06	2.293055886883188784e+07	3.526731978876371868e+06
1.527374999961139634e+06	2.300326687478408217e+07	2.364654251398520079e+06
1.539812499960824149e+06	2.302395279750160500e+07	1.228959718388327630e+06
1.552249999960508896e+06	2.296932983263355866e+07	7.779684320393987582e+04
1.564687499960193411e+06	2.287620203489604965e+07	-1.052047071693736129e+06
1.577124999959877925e+06	2.272432900911670923e+07	-2.171005418711179402e+06
1.589562499959562672e+06	2.251313749329975620e+07	-3.271897547005088069e+06
1.601999999959247187e+06	2.224173440478298068e+07	-4.392252494661833160e+06
1.614437499958931701e+06	2.195088625147078186e+07	-5.453275550042507239e+06
1.626874999958616216e+06	2.157589530189136788e+07	-6.486668434610570781e+06
1.639312499958300963e+06	2.111342059944163635e+07	-7.523864282629655674e+06
1.651749999957985478e+06	2.066648723468393460e+07	-8.633036982280364260e+06
1.664187499957669992e+06	2.017813007030186430e+07	-9.509138538689248264e+06
1.676624999957354506e+06	1.960917260732220486e+07	-1.044760989356872812e+07
1.689062499957039254e+06	1.901349324175717682e+07	-1.137135730418798700e+07
1.701499999956723768e+06	1.836608344041268155e+07	-1.225099302244459651e+07
1.713937499956408283e+06	1.768645025495320931e+07	-1.310901200312594883e+07
1.726374999956092797e+06	1.694255510576402023e+07	-1.391125488412153535e+07
1.738812499955777545e+06	1.619703518365540914e+07	-1.467153666798341088e+07
1.751249999955462059e+06	1.536944425581639074e+07	-1.541425968064239994e+07
1.763687499955146573e+06	1.456094135003473423e+07	-1.607795144142994471e+07
1.776124999954831088e+06	1.370892246157061309e+07	-1.672449825049229898e+07
1.788562499954515835e+06	1.282505081603608467e+07	-1.731333716987053305e+07
1.800999999954200350e+06	1.188272047731324099e+07	-1.785263071314914525e+07
1.813437499953884864e+06	1.099883480522442795e+07	-1.836125730613315850e+07
1.825874999953569612e+06	1.004920067517897114e+07	-1.882817134344720095e+07
1.838312499953254126e+06	9.066129642222847790e+06	-1.919750343992448598e+07
1.850749999952938640e+06	8.079760964560423046e+06	-1.956041798990773037e+07
1.863187499952623155e+06	7.074288359169642441e+06	-1.985474376836810634e+07
1.875624999952307902e+06	6.099005823401509784e+06	-2.011529102628912032e+07
1.888062499951992417e+06	5.071310163120285608e+06	-2.030735826707517728e+07
1.900499999951676931e+06	4.039751519190916792e+06	-2.045615826684081554e+07
1.912937499951361446e+06	3.025367326353020966e+06	-2.054479078669056669e+07
1.925374999951046193e+06	2.028924763867363101e+06	-2.060216764670594409e+07
1.937812499950730707e+06	1.021461197674501571e+06	-2.060402022069167718e+07
1.950249999950415222e+06	2.780269378242276161e+03	-2.056297979599104077e+07
1.962687499950099736e+06	-1.027313794204512029e+06	-2.044866978828924522e+07
1.975124999949784484e+06	-1.992251574598698644e+06	-2.029433197297448292e+07
1.987562499949468998e+06	-2.950851842647983693e+06	-2.012620417591360956e+07
