Frequency [Hz]	Real_part [Hz/V]	Imag_part [Hz/V]
1.800099999998039380e+07	1.028053682390683971e+05	5.323989781520667020e+04
1.812593749998025969e+07	1.089263883433958545e+05	1.288010996131915090e+04
1.825087499998012558e+07	9.346569025120534934e+04	-3.299608529017341789e+04
1.837581249997999147e+07	5.064173108721172321e+04	-5.686699416603348072e+04
1.850074999997986108e+07	1.786157046739864381e+04	-7.687731744686483580e+04
1.862568749997972697e+07	-3.080645270817375422e+04	-1.107251522982761671e+05
1.875062499997959286e+07	-5.422480486857162759e+04	-8.327191130909189815e+04
1.887556249997945875e+07	-9.285636563219829986e+04	-2.557925472719099707e+04
1.900049999997932464e+07	-9.177118052719188563e+04	-8.271513887935954699e+03
1.912543749997919053e+07	-1.218462780991553154e+05	4.455647640591853997e+04
1.925037499997906014e+07	-5.776831277826007863e+04	7.842759544306204771e+04
1.937531249997892603e+07	-3.273945335517753119e+04	1.045292870293597080e+05
1.950024999997879192e+07	5.156100135883435723e+04	7.816082629125728272e+04
1.962518749997865781e+07	8.313143590652533749e+04	5.948755305142092402e+04
1.975012499997852370e+07	6.755978076701721875e+04	2.390066989222081975e+04
1.987506249997838959e+07	9.235519571486589848e+04	-1.968484896577077234e+04
